"","id","pert_id","pert_iname","cell_iname","pert_type","pert_idose","pert_itime","nsample","ss_ngene","cc_q75","tas","qc_pass","is_hiq","is_ncs_sig","is_exemplar_sig","is_null_sig","moa","target_name","raw_cs","fdr_q_nlog10","norm_cs"
"16184","CPC008_HCC515_6H:BRD-A52172093-001-01-7:10","BRD-A52172093","VU-0413807-2","HCC515","trt_cp","10 uM","6 h",3,155,"0.17","0.164142",1,0,1,1,0,"Calcium channel blocker","CACNA1H|CACNA1I|CACNA1G","0.6779","1.3194","1.4958"
"16215","REP.B020_THP1_24H:N03","BRD-K47869605","BRD-K47869605","THP1","trt_cp","0.25 uM","24 h",2,623,"0.7519","0.692077",0,0,1,1,0,"Tubulin inhibitor","IGF1R|TOP2A|TUBA4A|TUBB","0.6778","1.3194","1.4955"
"16218","CPC005_MCF7_6H:D22","BRD-K91904471","SD-169","MCF7","trt_cp","10 uM","6 h",4,226,"0.0299","0.0831228",1,0,1,1,0,"P38 MAPK inhibitor","MAPK14","0.6778","1.3194","1.4954"
"16226","CPC017_ASC_24H:BRD-K08109516-001-02-9:10","BRD-K08109516","L-701324","ASC","trt_cp","10 uM","24 h",4,65,"0.03","0.0446527",1,0,1,1,0,"Glutamate receptor antagonist","GRIN1|GRIN2A|GRIN2B|GRIN2C|GRIN2D","0.6777","1.3192","1.4953"
"16361","REP.A012_HEK293_24H:G24","BRD-A01787639","naftopidil","HEK293","trt_cp","0.04 uM","24 h",3,72,"0.1474","0.104171",1,1,1,1,0,"Adrenergic receptor antagonist","ADRA1D|ADRA1A","0.6771","1.3167","1.4939"
"16404","CPC005_A549_6H:BRD-A72988804-001-03-8:10","BRD-A72988804","tiaprofenic-acid","A549","trt_cp","10 uM","6 h",3,81,"0.16","0.115115",1,0,1,1,0,"Cyclooxygenase inhibitor","PTGS2|PTGS1","0.6769","1.3155","1.4935"
"16408","AICHI002_K562_24H:H13","BRD-K68065987","MK-2206","K562","trt_cp","10 uM","24 h",3,415,"0.6","0.50458",1,1,1,1,0,"AKT inhibitor","AKT1|AKT2|AKT3","0.6768","1.3151","1.4934"
"16410","RAD001_PC3_6H:BRD-K37890730-001-10-2:0.1235","BRD-K37890730","camptothecin","PC3","trt_cp","0.125 uM","6 h",2,245,"0.39","0.312569",0,0,1,1,0,"Topoisomerase inhibitor","TOP1|HIF1A","0.6768","1.315","1.4934"
"16412","REP.A021_HA1E_24H:B19","BRD-K80608265","erteberel","HA1E","trt_cp","10 uM","24 h",3,198,"0.3742","0.275242",1,1,1,1,0,"Estrogen receptor agonist","ESR2|ESR1","0.6768","1.315","1.4934"
"16429","CPC006_HA1E_6H:BRD-K28907958-001-02-7:11.1","BRD-K28907958","CD-437","HA1E","trt_cp","12 uM","6 h",5,298,"0.48","0.382436",1,1,1,1,0,"Retinoid receptor agonist","RARG","0.6768","1.3142","1.4932"
"16449","REP.B026_YAPC_24H:I19","BRD-K91308639","ARN-509","YAPC","trt_cp","2.22 uM","24 h",2,75,"0.1038","0.0892195",1,1,1,1,0,"Androgen receptor antagonist","-666","0.6766","1.3126","1.4929"
"16491","CPC006_NCIH596_6H:BRD-K70792160-003-02-0:24","BRD-K70792160","10-DEBC","NCIH596","trt_cp","25 uM","6 h",2,123,"0.16","0.141855",1,0,1,1,0,"AKT inhibitor","-666","0.6765","1.312","1.4926"
"16502","CPC018_SKB_24H:BRD-A50684349-001-01-5:10","BRD-A50684349","fenoldopam","SKB","trt_cp","10 uM","24 h",3,74,"0.03","0.0476439",1,0,1,1,0,"Dopamine receptor agonist","DRD1|ADRA1A|ADRA1B|ADRA1D|ADRA2A|ADRA2B|ADRA2C|DRD4|DRD5","0.6764","1.312","1.4925"
"16567","CPC016_MCF7_6H:BRD-A22844106-001-16-1:10","BRD-A22844106","tenoxicam","MCF7","trt_cp","10 uM","6 h",3,243,"0.39","0.311291",0,0,1,1,0,"Cyclooxygenase inhibitor","PTGS2|PTGS1","0.6761","1.312","1.4918"
"16602","REP.B027_HA1E_24H:H02","BRD-K95880107","PH-797804","HA1E","trt_cp","0.74 uM","24 h",2,224,"0.4303","0.313935",1,1,1,1,0,"P38 MAPK inhibitor","MAPK14|MAPK11","0.676","1.312","1.4915"
"16604","REP.B009_HEK293_24H:D19","BRD-K29458283","chlorambucil","HEK293","trt_cp","2.22 uM","24 h",2,123,"0.1599","0.14181",1,1,1,1,0,"DNA inhibitor","-666","0.676","1.312","1.4915"
"16633","CPC001_VCAP_24H:A23","BRD-K87990216","piretanide","VCAP","trt_cp","10 uM","24 h",5,473,"0.3851","0.431567",0,0,1,1,0,"Glucocorticoid receptor agonist","SLC12A1|SLC12A2","0.6758","1.312","1.4912"
"16634","REP.A010_PC3_24H:J19","BRD-A14262390","guanadrel","PC3","trt_cp","10 uM","24 h",3,77,"0.2426","0.138204",0,0,1,1,0,"Adrenergic receptor antagonist","SLC6A2","0.6758","1.312","1.4911"
"16657","CPC018_NPC_24H:BRD-K30816563-003-01-1:10","BRD-K30816563","ranitidine","NPC","trt_cp","10 uM","24 h",3,174,"0.22","0.197841",0,0,1,1,0,"Histamine receptor antagonist","HRH2|SLC22A2","0.6757","1.312","1.4909"
"16712","REP.B009_A549_24H:P12","BRD-K34313798","LY-215490","A549","trt_cp","0.01 uM","24 h",2,67,"0.1305","0.0945525",1,1,1,1,0,"Glutamate receptor antagonist","GRIA1|GRIA2|GRIA3|GRIA4|GRIK1","0.6755","1.312","1.4904"
"16720","CPC003_PC3_24H:BRD-K71059170-001-02-5:10","BRD-K71059170","cefixime","PC3","trt_cp","10 uM","24 h",3,233,"0.23","0.234084",1,0,1,1,0,"Bacterial cell wall synthesis inhibitor","-666","0.6755","1.312","1.4904"
"16721","CPC013_ASC_24H:BRD-U44700465-000-01-4:10","BRD-U44700465","HG-5-88-01","ASC","trt_cp","10 uM","24 h",4,491,"0.38","0.43678",0,0,1,1,0,"Protein kinase inhibitor","COQ8B|EGFR","0.6755","1.312","1.4904"
"16732","REP.B017_HEK293_24H:M23","BRD-K62737565","gabapentin","HEK293","trt_cp","0.03 uM","24 h",2,183,"0.4042","0.275014",1,1,1,1,0,"Calcium channel blocker","CACNA2D1|CACNA2D2|CACNA1B|ADORA1|CACNA1A|CACNA1C|CACNA1D|CACNA1E|CACNA1F|CACNA1G|CACNA1H|CACNA1I|CACNA1S|CACNA2D3|CACNA2D4|CACNB1|CACNB2|CACNB3|CACNB4|CACNG1|CACNG2|CACNG3|CACNG4|CACNG5|CACNG6|CACNG7|CACNG8|GRIN1|GRIN2A|GRIN2B|GRIN2C|GRIN2D|GRIN3A|GRIN3B","0.6755","1.312","1.4903"
"16747","CPC005_A375_24H:BRD-A92670106-003-03-9:10","BRD-A92670106","tocainide","A375","trt_cp","10 uM","24 h",3,281,"0.48","0.371368",1,1,1,1,0,"Sodium channel inhibitor","SCN5A","0.6754","1.312","1.4902"
"16777","PAC004_U2OS_6H:BRD-K15567136-001-01-1:10","BRD-K15567136","papaverine","U2OS","trt_cp","10 uM","6 h",2,76,"0.13","0.10051",1,1,1,1,0,"Phosphodiesterase inhibitor","PDE10A|PDE4B|PDE5A","0.6752","1.312","1.4898"
"16795","CPC004_HA1E_24H:BRD-A41304429-001-04-9:10","BRD-A41304429","practolol","HA1E","trt_cp","10 uM","24 h",3,99,"0.09","0.0954486",1,0,1,1,0,"Adrenergic receptor antagonist","ADRB1","0.6752","1.312","1.4897"
"16804","CPC006_NOMO1_6H:BRD-K28907958-001-02-7:11.1","BRD-K28907958","CD-437","NOMO1","trt_cp","12 uM","6 h",2,150,"0.65","0.315742",1,1,1,1,0,"Retinoid receptor agonist","RARG","0.6752","1.312","1.4897"
"16822","PAC003_U2OS_6H:BRD-K37798499-001-02-5:3.39814","BRD-K37798499","etoposide","U2OS","trt_cp","3.33 uM","6 h",2,111,"0.41","0.215717",1,1,1,1,0,"Topoisomerase inhibitor","TOP2A|TOP2B|CYP2E1|CYP3A5","0.6751","1.312","1.4895"
"16826","PCLB002_A375_24H:BRD-K81839095:10","BRD-K81839095","estrone","A375","trt_cp","10 uM","24 h",6,165,"0.15","0.159081",0,0,1,1,0,"Estrogen receptor agonist","ESR1|ESR2","0.6751","1.312","1.4895"
"16885","REP.A021_MCF10A_24H:A18","BRD-K80343549","TAK-285","MCF10A","trt_cp","0.04 uM","24 h",2,454,"0.5653","0.512269",0,0,1,1,0,"EGFR inhibitor","ERBB2|EGFR","0.6749","1.312","1.489"
"16895","LIVB002_HUH7_72H:P19","BRD-A22844106","tenoxicam","HUH7","trt_cp","10 uM","72 h",3,128,"0.2","0.16179",0,0,1,1,0,"Cyclooxygenase inhibitor","PTGS2|PTGS1","0.6748","1.312","1.4889"
"16904","LJP008_THP1_24H:G24","BRD-K03406345","azacitidine","THP1","trt_cp","0.04 uM","24 h",3,134,"0.3915","0.231605",1,1,1,1,0,"DNA inhibitor","DNMT1|DNMT3A","0.6748","1.312","1.4889"
"16955","REP.B011_MDAMB231_24H:L24","BRD-K07160047","fiacitabine","MDAMB231","trt_cp","0.01 uM","24 h",2,91,"0.0529","0.0701583",0,0,1,1,0,"DNA inhibitor","-666","0.6746","1.312","1.4884"
"16987","REP.A021_JURKAT_24H:B19","BRD-K80608265","erteberel","JURKAT","trt_cp","10 uM","24 h",3,616,"0.6765","0.652762",0,0,1,1,0,"Estrogen receptor agonist","ESR2|ESR1","0.6745","1.312","1.4882"
"17005","REP.B022_A375_24H:I08","BRD-K71480163","GDC-0068","A375","trt_cp","0.74 uM","24 h",2,120,"0.3","0.191859",1,1,1,1,0,"AKT inhibitor","AKT1|AKT2|AKT3|CYP3A5|PRKG1","0.6744","1.312","1.488"
"17013","REP.A012_JURKAT_24H:D21","BRD-K00673382","famotidine","JURKAT","trt_cp","1.11 uM","24 h",3,243,"0.2443","0.246374",1,0,1,1,0,"Histamine receptor antagonist","HRH2","0.6744","1.312","1.4879"
"17079","REP.A020_A375_24H:K23","BRD-K46937689","phenazone","A375","trt_cp","0.125 uM","24 h",3,133,"0.208","0.168185",0,0,1,1,0,"Cyclooxygenase inhibitor","PTGS1|PTGS2","0.6741","1.312","1.4874"
"17085","REP.B019_JURKAT_24H:E09","BRD-K46290096","preladenant","JURKAT","trt_cp","0.25 uM","24 h",2,52,"0.2157","0.107092",0,0,1,1,0,"Adenosine receptor antagonist","ADORA2A|ADORA1|ADORA2B|ADORA3","0.6741","1.312","1.4873"
"17098","CPC001_VCAP_6H:D19","BRD-K16277217","piperacetazine","VCAP","trt_cp","10 uM","6 h",5,266,"0.238","0.254425",0,0,1,1,0,"Dopamine receptor antagonist","-666","0.674","1.312","1.4871"
"17105","CPC003_PC3_24H:BRD-K68873215-001-01-3:10","BRD-K68873215","BRD-K68873215","PC3","trt_cp","10 uM","24 h",5,408,"0.44","0.428437",1,1,1,1,0,"Phosphodiesterase inhibitor","-666","0.674","1.312","1.4871"
"17112","CPC014_ASC_24H:BRD-K52911425-001-02-3:10","BRD-K52911425","GDC-0941","ASC","trt_cp","10 uM","24 h",3,333,"0.53","0.424806",0,0,1,1,0,"PI3K inhibitor","PIK3CG|PIK3CA|PIK3CB|PIK3CD","0.674","1.312","1.487"
"17126","REP.A018_A549_24H:B13","BRD-K62200014","anagrelide","A549","trt_cp","10 uM","24 h",2,63,"0.1497","0.0982001",1,1,1,1,0,"Phosphodiesterase inhibitor","PDE3A","0.6739","1.312","1.4869"
"17163","REP.B003_MCF7_24H:D01","BRD-K31627533","rimexolone","MCF7","trt_cp","2.22 uM","24 h",2,221,"0.375","0.2911",0,0,1,1,0,"Glucocorticoid receptor agonist","NR3C1|SERPINA6","0.6738","1.312","1.4866"
"17182","REP.B006_HELA_24H:C01","BRD-K19412355","SB-242235","HELA","trt_cp","2.22 uM","24 h",2,103,"0.1643","0.131543",1,0,1,1,0,"P38 MAPK inhibitor","HSPB1|MAPK14","0.6737","1.312","1.4864"
"17186","EMU001_OCILY19_24H:C13","BRD-K70401845","erlotinib","OCILY19","trt_cp","10 uM","24 h",3,309,"0.5519","0.41758",1,1,1,1,0,"EGFR inhibitor","EGFR|NR1I2","0.6737","1.312","1.4864"
"17188","REP.A025_YAPC_24H:J02","BRD-A74667430","etodolac","YAPC","trt_cp","3.33 uM","24 h",3,344,"0.5371","0.434648",1,1,1,1,0,"Cyclooxygenase inhibitor","PTGS2|TRPV1|PTGS1|RXRA","0.6737","1.312","1.4864"
"17218","CPC006_A375_6H:M13","BRD-K28296557","BRD-K28296557","A375","trt_cp","10 uM","6 h",5,632,"0.6292","0.637652",1,0,1,1,0,"AKT inhibitor","-666","0.6736","1.312","1.4861"
"17222","REP.A019_HEK293_24H:N05","BRD-K49671696","ketanserin","HEK293","trt_cp","0.125 uM","24 h",2,97,"0.232","0.151691",0,0,1,1,0,"Serotonin receptor antagonist","HTR2A|HTR2C|ADRA1A|ADRA1B|ADRA1D|DRD1|DRD5|HTR1A|HTR1B|HTR1D|HTR2B|HTR5A|HTR7|SLC18A1|SLC18A2","0.6735","1.312","1.4861"
"17256","REP.A020_HUVEC.A_24H:M01","BRD-K47000838","BRD-K47000838","HUVEC","trt_cp","4 uM","24 h",3,620,"0.7099","0.670849",1,1,1,1,0,"Tubulin inhibitor","ACTB","0.6734","1.312","1.4858"
"17267","CPC017_HT29_6H:BRD-K32906660-001-01-4:10","BRD-K32906660","bis-tyrphostin","HT29","trt_cp","10 uM","6 h",5,312,"0.31","0.314477",0,0,1,1,0,"EGFR inhibitor","EGFR","0.6734","1.312","1.4858"
"17283","CPC015_PHH_24H:BRD-K82562631-236-03-8:10","BRD-K82562631","tolmetin","PHH","trt_cp","10 uM","24 h",2,206,"0.12","0.158985",0,0,1,1,0,"Cyclooxygenase inhibitor","PTGS2|PTGS1","0.6733","1.312","1.4856"
"17284","CPC013_A375_6H:BRD-K16621777-001-01-9:10","BRD-K16621777","enobosarm","A375","trt_cp","10 uM","6 h",3,259,"0.17","0.21218",1,0,1,1,0,"Androgen receptor antagonist","AR","0.6733","1.312","1.4856"
"17350","CPC016_A375_6H:BRD-K97061094-001-03-2:10","BRD-K97061094","azacyclonol","A375","trt_cp","10 uM","6 h",5,160,"0.15","0.156652",0,0,1,1,0,"Histamine receptor antagonist","HRH1","0.673","1.311","1.485"
"17351","CPC014_HT29_6H:BRD-K73293050-001-01-5:10","BRD-K73293050","WZ-3146","HT29","trt_cp","10 uM","6 h",5,207,"0.36","0.276037",0,0,1,1,0,"EGFR inhibitor","EGFR","0.673","1.311","1.485"
"17364","CPD001_PC3_24H:BRD-K08273968-001-12-5:10","BRD-K08273968","griseofulvin","PC3","trt_cp","10 uM","24 h",3,185,"0.2","0.194505",1,0,1,1,0,"Tubulin inhibitor","KRT12","0.673","1.3107","1.4849"
"17382","CPC014_NEU_24H:BRD-K64800655-001-01-7:10","BRD-K64800655","PHA-793887","NEU","trt_cp","10 uM","24 h",2,57,"0.19","0.105231",0,0,1,1,0,"CDK inhibitor","CDK1|CDK2|CDK4|CDK5|CCND1|CCNE1|CDK7|CDK9","0.6729","1.3103","1.4847"
"17415","CPC015_HEPG2_6H:BRD-K97309399-001-05-2:10","BRD-K97309399","thiothixene","HEPG2","trt_cp","10 uM","6 h",2,249,"0.23","0.241988",0,0,1,1,0,"Dopamine receptor antagonist","HTR2A|DRD1|DRD2|HRH1","0.6728","1.3093","1.4844"
"17419","REP.B024_MDAMB231_24H:B08","BRD-K73541271","etofenamate","MDAMB231","trt_cp","0.74 uM","24 h",2,170,"0.364","0.251539",0,0,1,1,0,"Cyclooxygenase inhibitor","PTGS1|PTGS2","0.6727","1.3093","1.4843"
"17425","CPC014_NEU_24H:BRD-U25771771-000-01-7:10","BRD-U25771771","WZ-4-145","NEU","trt_cp","10 uM","24 h",2,531,"0.46","0.499755",0,0,1,1,0,"EGFR inhibitor","-666","0.6727","1.309","1.4843"
"17538","REP.B017_JURKAT_24H:N03","BRD-A67616246","levomequitazine","JURKAT","trt_cp","0.25 uM","24 h",2,213,"0.2645","0.240012",1,1,1,1,0,"Histamine receptor antagonist","HRH1|HRH4|PDE4A","0.6723","1.3068","1.4834"
